"Device: USB-2408-2AO"
"Serial Number: 1C3CD1D"
"Channel Count: 1"
"Sample Count: 10351"
"Start Time: 1/28/2020 12:34:18.241 PM"
"Scan Rate: 1000"
"Sample","Date/Time","AI4 (mV)"
"0","1/28/2020 12:34:18.241 PM","0.19521"
"1","1/28/2020 12:34:18.242 PM","0.19460"
"2","1/28/2020 12:34:18.243 PM","0.19397"
"3","1/28/2020 12:34:18.244 PM","0.19600"
"4","1/28/2020 12:34:18.245 PM","0.19546"
"5","1/28/2020 12:34:18.246 PM","0.19480"
"6","1/28/2020 12:34:18.247 PM","0.19342"
"7","1/28/2020 12:34:18.248 PM","0.19471"
"8","1/28/2020 12:34:18.249 PM","0.19538"
"9","1/28/2020 12:34:18.250 PM","0.19517"
"10","1/28/2020 12:34:18.251 PM","0.19494"
"11","1/28/2020 12:34:18.252 PM","0.19396"
"12","1/28/2020 12:34:18.253 PM","0.19515"
"13","1/28/2020 12:34:18.254 PM","0.19585"
"14","1/28/2020 12:34:18.255 PM","0.19499"
"15","1/28/2020 12:34:18.256 PM","0.19418"
"16","1/28/2020 12:34:18.257 PM","0.19523"
"17","1/28/2020 12:34:18.258 PM","0.19481"
"18","1/28/2020 12:34:18.259 PM","0.19553"
"19","1/28/2020 12:34:18.260 PM","0.19616"
"20","1/28/2020 12:34:18.261 PM","0.19232"
"21","1/28/2020 12:34:18.262 PM","0.19464"
"22","1/28/2020 12:34:18.263 PM","0.19643"
"23","1/28/2020 12:34:18.264 PM","0.19481"
"24","1/28/2020 12:34:18.265 PM","0.19494"
"25","1/28/2020 12:34:18.266 PM","0.19629"
"26","1/28/2020 12:34:18.267 PM","0.19455"
"27","1/28/2020 12:34:18.268 PM","0.19501"
"28","1/28/2020 12:34:18.269 PM","0.19442"
"29","1/28/2020 12:34:18.270 PM","0.19440"
"30","1/28/2020 12:34:18.271 PM","0.19394"
"31","1/28/2020 12:34:18.272 PM","0.19416"
"32","1/28/2020 12:34:18.273 PM","0.19507"
"33","1/28/2020 12:34:18.274 PM","0.19437"
"34","1/28/2020 12:34:18.275 PM","0.19439"
"35","1/28/2020 12:34:18.276 PM","0.19378"
"36","1/28/2020 12:34:18.277 PM","0.19517"
"37","1/28/2020 12:34:18.278 PM","0.19650"
"38","1/28/2020 12:34:18.279 PM","0.19416"
"39","1/28/2020 12:34:18.280 PM","0.19536"
"40","1/28/2020 12:34:18.281 PM","0.19523"
"41","1/28/2020 12:34:18.282 PM","0.19575"
"42","1/28/2020 12:34:18.283 PM","0.19375"
"43","1/28/2020 12:34:18.284 PM","0.19425"
"44","1/28/2020 12:34:18.285 PM","0.19547"
"45","1/28/2020 12:34:18.286 PM","0.19480"
"46","1/28/2020 12:34:18.287 PM","0.19299"
"47","1/28/2020 12:34:18.288 PM","0.19254"
"48","1/28/2020 12:34:18.289 PM","0.19524"
"49","1/28/2020 12:34:18.290 PM","0.19499"
"50","1/28/2020 12:34:18.291 PM","0.19258"
"51","1/28/2020 12:34:18.292 PM","0.19506"
"52","1/28/2020 12:34:18.293 PM","0.19589"
"53","1/28/2020 12:34:18.294 PM","0.19598"
"54","1/28/2020 12:34:18.295 PM","0.19491"
"55","1/28/2020 12:34:18.296 PM","0.19487"
"56","1/28/2020 12:34:18.297 PM","0.19476"
"57","1/28/2020 12:34:18.298 PM","0.19495"
"58","1/28/2020 12:34:18.299 PM","0.19450"
"59","1/28/2020 12:34:18.300 PM","0.19380"
"60","1/28/2020 12:34:18.301 PM","0.19441"
"61","1/28/2020 12:34:18.302 PM","0.19390"
"62","1/28/2020 12:34:18.303 PM","0.19403"
"63","1/28/2020 12:34:18.304 PM","0.19329"
"64","1/28/2020 12:34:18.305 PM","0.19380"
"65","1/28/2020 12:34:18.306 PM","0.19501"
"66","1/28/2020 12:34:18.307 PM","0.19489"
"67","1/28/2020 12:34:18.308 PM","0.19442"
"68","1/28/2020 12:34:18.309 PM","0.19486"
"69","1/28/2020 12:34:18.310 PM","0.19386"
"70","1/28/2020 12:34:18.311 PM","0.19742"
"71","1/28/2020 12:34:18.312 PM","0.19311"
"72","1/28/2020 12:34:18.313 PM","0.19415"
"73","1/28/2020 12:34:18.314 PM","0.19503"
"74","1/28/2020 12:34:18.315 PM","0.19472"
"75","1/28/2020 12:34:18.316 PM","0.19478"
"76","1/28/2020 12:34:18.317 PM","0.19415"
"77","1/28/2020 12:34:18.318 PM","0.19435"
"78","1/28/2020 12:34:18.319 PM","0.19413"
"79","1/28/2020 12:34:18.320 PM","0.19441"
"80","1/28/2020 12:34:18.321 PM","0.19458"
"81","1/28/2020 12:34:18.322 PM","0.19466"
"82","1/28/2020 12:34:18.323 PM","0.19488"
"83","1/28/2020 12:34:18.324 PM","0.19371"
"84","1/28/2020 12:34:18.325 PM","0.19494"
"85","1/28/2020 12:34:18.326 PM","0.19420"
"86","1/28/2020 12:34:18.327 PM","0.19488"
"87","1/28/2020 12:34:18.328 PM","0.19697"
"88","1/28/2020 12:34:18.329 PM","0.19466"
"89","1/28/2020 12:34:18.330 PM","0.19397"
"90","1/28/2020 12:34:18.331 PM","0.19483"
"91","1/28/2020 12:34:18.332 PM","0.19637"
"92","1/28/2020 12:34:18.333 PM","0.19340"
"93","1/28/2020 12:34:18.334 PM","0.19492"
"94","1/28/2020 12:34:18.335 PM","0.19379"
"95","1/28/2020 12:34:18.336 PM","0.19369"
"96","1/28/2020 12:34:18.337 PM","0.19428"
"97","1/28/2020 12:34:18.338 PM","0.19462"
"98","1/28/2020 12:34:18.339 PM","0.19288"
"99","1/28/2020 12:34:18.340 PM","0.19498"
"100","1/28/2020 12:34:18.341 PM","0.19365"
"101","1/28/2020 12:34:18.342 PM","0.19551"
"102","1/28/2020 12:34:18.343 PM","0.19460"
"103","1/28/2020 12:34:18.344 PM","0.19545"
"104","1/28/2020 12:34:18.345 PM","0.19500"
"105","1/28/2020 12:34:18.346 PM","0.19505"
"106","1/28/2020 12:34:18.347 PM","0.19422"
"107","1/28/2020 12:34:18.348 PM","0.19555"
"108","1/28/2020 12:34:18.349 PM","0.19561"
"109","1/28/2020 12:34:18.350 PM","0.19532"
"110","1/28/2020 12:34:18.351 PM","0.19498"
"111","1/28/2020 12:34:18.352 PM","0.19524"
"112","1/28/2020 12:34:18.353 PM","0.19640"
"113","1/28/2020 12:34:18.354 PM","0.19453"
"114","1/28/2020 12:34:18.355 PM","0.19437"
"115","1/28/2020 12:34:18.356 PM","0.19507"
"116","1/28/2020 12:34:18.357 PM","0.19460"
"117","1/28/2020 12:34:18.358 PM","0.19460"
"118","1/28/2020 12:34:18.359 PM","0.19508"
"119","1/28/2020 12:34:18.360 PM","0.19412"
"120","1/28/2020 12:34:18.361 PM","0.19422"
"121","1/28/2020 12:34:18.362 PM","0.19534"
"122","1/28/2020 12:34:18.363 PM","0.19480"
"123","1/28/2020 12:34:18.364 PM","0.19517"
"124","1/28/2020 12:34:18.365 PM","0.19500"
"125","1/28/2020 12:34:18.366 PM","0.19410"
"126","1/28/2020 12:34:18.367 PM","0.19638"
"127","1/28/2020 12:34:18.368 PM","0.19475"
"128","1/28/2020 12:34:18.369 PM","0.19328"
"129","1/28/2020 12:34:18.370 PM","0.19485"
"130","1/28/2020 12:34:18.371 PM","0.19545"
"131","1/28/2020 12:34:18.372 PM","0.19436"
"132","1/28/2020 12:34:18.373 PM","0.19383"
"133","1/28/2020 12:34:18.374 PM","0.19421"
"134","1/28/2020 12:34:18.375 PM","0.19504"
"135","1/28/2020 12:34:18.376 PM","0.19531"
"136","1/28/2020 12:34:18.377 PM","0.19636"
"137","1/28/2020 12:34:18.378 PM","0.19571"
"138","1/28/2020 12:34:18.379 PM","0.19528"
"139","1/28/2020 12:34:18.380 PM","0.19561"
