"Device: USB-2408-2AO"
"Serial Number: 1C3CD1D"
"Channel Count: 1"
"Sample Count: 1855"
"Start Time: 1/28/2020 12:44:57.750 PM"
"Scan Rate: 1000"
"Sample","Date/Time","AI4 (mV)"
"0","1/28/2020 12:44:57.750 PM","0.20131"
"1","1/28/2020 12:44:57.751 PM","0.20190"
"2","1/28/2020 12:44:57.752 PM","0.20188"
"3","1/28/2020 12:44:57.753 PM","0.20205"
"4","1/28/2020 12:44:57.754 PM","0.20219"
"5","1/28/2020 12:44:57.755 PM","0.20297"
"6","1/28/2020 12:44:57.756 PM","0.20282"
"7","1/28/2020 12:44:57.757 PM","0.20187"
"8","1/28/2020 12:44:57.758 PM","0.20117"
"9","1/28/2020 12:44:57.759 PM","0.20238"
"10","1/28/2020 12:44:57.760 PM","0.20191"
"11","1/28/2020 12:44:57.761 PM","0.20236"
"12","1/28/2020 12:44:57.762 PM","0.20126"
"13","1/28/2020 12:44:57.763 PM","0.20131"
"14","1/28/2020 12:44:57.764 PM","0.20392"
"15","1/28/2020 12:44:57.765 PM","0.20229"
"16","1/28/2020 12:44:57.766 PM","0.20142"
"17","1/28/2020 12:44:57.767 PM","0.20064"
"18","1/28/2020 12:44:57.768 PM","0.20188"
"19","1/28/2020 12:44:57.769 PM","0.20154"
"20","1/28/2020 12:44:57.770 PM","0.20166"
"21","1/28/2020 12:44:57.771 PM","0.20229"
"22","1/28/2020 12:44:57.772 PM","0.20302"
"23","1/28/2020 12:44:57.773 PM","0.20190"
"24","1/28/2020 12:44:57.774 PM","0.20091"
"25","1/28/2020 12:44:57.775 PM","0.20197"
"26","1/28/2020 12:44:57.776 PM","0.20195"
"27","1/28/2020 12:44:57.777 PM","0.20160"
"28","1/28/2020 12:44:57.778 PM","0.20206"
"29","1/28/2020 12:44:57.779 PM","0.20204"
"30","1/28/2020 12:44:57.780 PM","0.20244"
"31","1/28/2020 12:44:57.781 PM","0.20185"
"32","1/28/2020 12:44:57.782 PM","0.20157"
"33","1/28/2020 12:44:57.783 PM","0.20199"
"34","1/28/2020 12:44:57.784 PM","0.20116"
"35","1/28/2020 12:44:57.785 PM","0.20188"
"36","1/28/2020 12:44:57.786 PM","0.20082"
"37","1/28/2020 12:44:57.787 PM","0.20001"
"38","1/28/2020 12:44:57.788 PM","0.20026"
"39","1/28/2020 12:44:57.789 PM","0.20087"
"40","1/28/2020 12:44:57.790 PM","0.20252"
"41","1/28/2020 12:44:57.791 PM","0.20246"
"42","1/28/2020 12:44:57.792 PM","0.20038"
"43","1/28/2020 12:44:57.793 PM","0.20138"
"44","1/28/2020 12:44:57.794 PM","0.19932"
"45","1/28/2020 12:44:57.795 PM","0.20174"
"46","1/28/2020 12:44:57.796 PM","0.20122"
"47","1/28/2020 12:44:57.797 PM","0.20174"
"48","1/28/2020 12:44:57.798 PM","0.20114"
"49","1/28/2020 12:44:57.799 PM","0.20166"
"50","1/28/2020 12:44:57.800 PM","0.20120"
"51","1/28/2020 12:44:57.801 PM","0.20208"
"52","1/28/2020 12:44:57.802 PM","0.20113"
"53","1/28/2020 12:44:57.803 PM","0.20217"
"54","1/28/2020 12:44:57.804 PM","0.19971"
"55","1/28/2020 12:44:57.805 PM","0.20180"
"56","1/28/2020 12:44:57.806 PM","0.20252"
"57","1/28/2020 12:44:57.807 PM","0.20158"
"58","1/28/2020 12:44:57.808 PM","0.20395"
"59","1/28/2020 12:44:57.809 PM","0.20158"
"60","1/28/2020 12:44:57.810 PM","0.20221"
"61","1/28/2020 12:44:57.811 PM","0.20115"
"62","1/28/2020 12:44:57.812 PM","0.20140"
"63","1/28/2020 12:44:57.813 PM","0.20090"
"64","1/28/2020 12:44:57.814 PM","0.20077"
"65","1/28/2020 12:44:57.815 PM","0.20144"
"66","1/28/2020 12:44:57.816 PM","0.20078"
"67","1/28/2020 12:44:57.817 PM","0.20079"
"68","1/28/2020 12:44:57.818 PM","0.20080"
"69","1/28/2020 12:44:57.819 PM","0.20234"
"70","1/28/2020 12:44:57.820 PM","0.20172"
"71","1/28/2020 12:44:57.821 PM","0.20316"
"72","1/28/2020 12:44:57.822 PM","0.20141"
"73","1/28/2020 12:44:57.823 PM","0.20171"
"74","1/28/2020 12:44:57.824 PM","0.20067"
"75","1/28/2020 12:44:57.825 PM","0.20307"
"76","1/28/2020 12:44:57.826 PM","0.20306"
"77","1/28/2020 12:44:57.827 PM","0.20201"
"78","1/28/2020 12:44:57.828 PM","0.20182"
"79","1/28/2020 12:44:57.829 PM","0.20221"
"80","1/28/2020 12:44:57.830 PM","0.20131"
"81","1/28/2020 12:44:57.831 PM","0.20165"
"82","1/28/2020 12:44:57.832 PM","0.20050"
"83","1/28/2020 12:44:57.833 PM","0.20176"
"84","1/28/2020 12:44:57.834 PM","0.20229"
"85","1/28/2020 12:44:57.835 PM","0.19950"
"86","1/28/2020 12:44:57.836 PM","0.20164"
"87","1/28/2020 12:44:57.837 PM","0.20299"
"88","1/28/2020 12:44:57.838 PM","0.20319"
"89","1/28/2020 12:44:57.839 PM","0.20101"
"90","1/28/2020 12:44:57.840 PM","0.20304"
"91","1/28/2020 12:44:57.841 PM","0.20242"
"92","1/28/2020 12:44:57.842 PM","0.20225"
"93","1/28/2020 12:44:57.843 PM","0.20175"
"94","1/28/2020 12:44:57.844 PM","0.20265"
"95","1/28/2020 12:44:57.845 PM","0.20204"
"96","1/28/2020 12:44:57.846 PM","0.20141"
"97","1/28/2020 12:44:57.847 PM","0.20185"
"98","1/28/2020 12:44:57.848 PM","0.20171"
"99","1/28/2020 12:44:57.849 PM","0.20272"
"100","1/28/2020 12:44:57.850 PM","0.20053"
"101","1/28/2020 12:44:57.851 PM","0.20105"
"102","1/28/2020 12:44:57.852 PM","0.20031"
"103","1/28/2020 12:44:57.853 PM","0.20147"
"104","1/28/2020 12:44:57.854 PM","0.20297"
"105","1/28/2020 12:44:57.855 PM","0.20142"
"106","1/28/2020 12:44:57.856 PM","0.20282"
"107","1/28/2020 12:44:57.857 PM","0.20120"
"108","1/28/2020 12:44:57.858 PM","0.20207"
"109","1/28/2020 12:44:57.859 PM","0.20269"
"110","1/28/2020 12:44:57.860 PM","0.20161"
"111","1/28/2020 12:44:57.861 PM","0.20217"
"112","1/28/2020 12:44:57.862 PM","0.20189"
"113","1/28/2020 12:44:57.863 PM","0.20030"
"114","1/28/2020 12:44:57.864 PM","0.19972"
"115","1/28/2020 12:44:57.865 PM","0.20120"
"116","1/28/2020 12:44:57.866 PM","0.20212"
"117","1/28/2020 12:44:57.867 PM","0.20282"
"118","1/28/2020 12:44:57.868 PM","0.20001"
"119","1/28/2020 12:44:57.869 PM","0.20176"
"120","1/28/2020 12:44:57.870 PM","0.20114"
"121","1/28/2020 12:44:57.871 PM","0.20206"
"122","1/28/2020 12:44:57.872 PM","0.20192"
"123","1/28/2020 12:44:57.873 PM","0.20319"
"124","1/28/2020 12:44:57.874 PM","0.20176"
"125","1/28/2020 12:44:57.875 PM","0.20000"
"126","1/28/2020 12:44:57.876 PM","0.20149"
"127","1/28/2020 12:44:57.877 PM","0.20292"
"128","1/28/2020 12:44:57.878 PM","0.20181"
"129","1/28/2020 12:44:57.879 PM","0.20305"
"130","1/28/2020 12:44:57.880 PM","0.20035"
"131","1/28/2020 12:44:57.881 PM","0.20109"
"132","1/28/2020 12:44:57.882 PM","0.20220"
"133","1/28/2020 12:44:57.883 PM","0.20009"
"134","1/28/2020 12:44:57.884 PM","0.20165"
"135","1/28/2020 12:44:57.885 PM","0.20215"
"136","1/28/2020 12:44:57.886 PM","0.20127"
"137","1/28/2020 12:44:57.887 PM","0.20164"
"138","1/28/2020 12:44:57.888 PM","0.20120"
"139","1/28/2020 12:44:57.889 PM","0.20257"
"140","1/28/2020 12:44:57.890 PM","0.20275"
"141","1/28/2020 12:44:57.891 PM","0.20403"
"142","1/28/2020 12:44:57.892 PM","0.20188"
"143","1/28/2020 12:44:57.893 PM","0.20266"
"144","1/28/2020 12:44:57.894 PM","0.20372"
