"Device: USB-2408-2AO"
"Serial Number: 1C3CD1D"
"Channel Count: 1"
"Sample Count: 2527"
"Start Time: 1/28/2020 12:51:54.049 PM"
"Scan Rate: 1000"
"Sample","Date/Time","AI4 (mV)"
"0","1/28/2020 12:51:54.049 PM","0.75041"
"1","1/28/2020 12:51:54.050 PM","0.74758"
"2","1/28/2020 12:51:54.051 PM","0.74854"
"3","1/28/2020 12:51:54.052 PM","0.74988"
"4","1/28/2020 12:51:54.053 PM","0.74876"
"5","1/28/2020 12:51:54.054 PM","0.74895"
"6","1/28/2020 12:51:54.055 PM","0.74911"
"7","1/28/2020 12:51:54.056 PM","0.74918"
"8","1/28/2020 12:51:54.057 PM","0.74911"
"9","1/28/2020 12:51:54.058 PM","0.74896"
"10","1/28/2020 12:51:54.059 PM","0.74930"
"11","1/28/2020 12:51:54.060 PM","0.74840"
"12","1/28/2020 12:51:54.061 PM","0.74990"
"13","1/28/2020 12:51:54.062 PM","0.74959"
"14","1/28/2020 12:51:54.063 PM","0.74939"
"15","1/28/2020 12:51:54.064 PM","0.75001"
"16","1/28/2020 12:51:54.065 PM","0.74920"
"17","1/28/2020 12:51:54.066 PM","0.74879"
"18","1/28/2020 12:51:54.067 PM","0.74953"
"19","1/28/2020 12:51:54.068 PM","0.75044"
"20","1/28/2020 12:51:54.069 PM","0.74917"
"21","1/28/2020 12:51:54.070 PM","0.74919"
"22","1/28/2020 12:51:54.071 PM","0.74931"
"23","1/28/2020 12:51:54.072 PM","0.74711"
"24","1/28/2020 12:51:54.073 PM","0.74880"
"25","1/28/2020 12:51:54.074 PM","0.74909"
"26","1/28/2020 12:51:54.075 PM","0.74788"
"27","1/28/2020 12:51:54.076 PM","0.74807"
"28","1/28/2020 12:51:54.077 PM","0.74927"
"29","1/28/2020 12:51:54.078 PM","0.74851"
"30","1/28/2020 12:51:54.079 PM","0.74742"
"31","1/28/2020 12:51:54.080 PM","0.74869"
"32","1/28/2020 12:51:54.081 PM","0.74917"
"33","1/28/2020 12:51:54.082 PM","0.75077"
"34","1/28/2020 12:51:54.083 PM","0.74946"
"35","1/28/2020 12:51:54.084 PM","0.74790"
"36","1/28/2020 12:51:54.085 PM","0.74859"
"37","1/28/2020 12:51:54.086 PM","0.74908"
"38","1/28/2020 12:51:54.087 PM","0.74842"
"39","1/28/2020 12:51:54.088 PM","0.74900"
"40","1/28/2020 12:51:54.089 PM","0.74826"
"41","1/28/2020 12:51:54.090 PM","0.74819"
"42","1/28/2020 12:51:54.091 PM","0.74831"
"43","1/28/2020 12:51:54.092 PM","0.74824"
"44","1/28/2020 12:51:54.093 PM","0.74887"
"45","1/28/2020 12:51:54.094 PM","0.74890"
"46","1/28/2020 12:51:54.095 PM","0.74798"
"47","1/28/2020 12:51:54.096 PM","0.75066"
"48","1/28/2020 12:51:54.097 PM","0.74940"
"49","1/28/2020 12:51:54.098 PM","0.74943"
"50","1/28/2020 12:51:54.099 PM","0.74927"
"51","1/28/2020 12:51:54.100 PM","0.74890"
"52","1/28/2020 12:51:54.101 PM","0.74903"
"53","1/28/2020 12:51:54.102 PM","0.74735"
"54","1/28/2020 12:51:54.103 PM","0.74862"
"55","1/28/2020 12:51:54.104 PM","0.74970"
"56","1/28/2020 12:51:54.105 PM","0.74883"
"57","1/28/2020 12:51:54.106 PM","0.74923"
"58","1/28/2020 12:51:54.107 PM","0.74679"
"59","1/28/2020 12:51:54.108 PM","0.74876"
"60","1/28/2020 12:51:54.109 PM","0.74850"
"61","1/28/2020 12:51:54.110 PM","0.74898"
"62","1/28/2020 12:51:54.111 PM","0.74700"
"63","1/28/2020 12:51:54.112 PM","0.74881"
"64","1/28/2020 12:51:54.113 PM","0.74871"
"65","1/28/2020 12:51:54.114 PM","0.74791"
"66","1/28/2020 12:51:54.115 PM","0.74903"
"67","1/28/2020 12:51:54.116 PM","0.74818"
"68","1/28/2020 12:51:54.117 PM","0.74839"
"69","1/28/2020 12:51:54.118 PM","0.74819"
"70","1/28/2020 12:51:54.119 PM","0.74894"
"71","1/28/2020 12:51:54.120 PM","0.74849"
"72","1/28/2020 12:51:54.121 PM","0.74750"
"73","1/28/2020 12:51:54.122 PM","0.74860"
"74","1/28/2020 12:51:54.123 PM","0.74836"
"75","1/28/2020 12:51:54.124 PM","0.74862"
"76","1/28/2020 12:51:54.125 PM","0.74762"
"77","1/28/2020 12:51:54.126 PM","0.74934"
"78","1/28/2020 12:51:54.127 PM","0.75016"
"79","1/28/2020 12:51:54.128 PM","0.74804"
"80","1/28/2020 12:51:54.129 PM","0.74947"
"81","1/28/2020 12:51:54.130 PM","0.74999"
"82","1/28/2020 12:51:54.131 PM","0.74854"
"83","1/28/2020 12:51:54.132 PM","0.75135"
"84","1/28/2020 12:51:54.133 PM","0.74985"
"85","1/28/2020 12:51:54.134 PM","0.74792"
"86","1/28/2020 12:51:54.135 PM","0.74928"
"87","1/28/2020 12:51:54.136 PM","0.74869"
"88","1/28/2020 12:51:54.137 PM","0.74774"
"89","1/28/2020 12:51:54.138 PM","0.74653"
"90","1/28/2020 12:51:54.139 PM","0.74831"
"91","1/28/2020 12:51:54.140 PM","0.75007"
"92","1/28/2020 12:51:54.141 PM","0.74946"
"93","1/28/2020 12:51:54.142 PM","0.74860"
"94","1/28/2020 12:51:54.143 PM","0.74847"
"95","1/28/2020 12:51:54.144 PM","0.75017"
"96","1/28/2020 12:51:54.145 PM","0.74934"
"97","1/28/2020 12:51:54.146 PM","0.74730"
"98","1/28/2020 12:51:54.147 PM","0.74815"
"99","1/28/2020 12:51:54.148 PM","0.75014"
"100","1/28/2020 12:51:54.149 PM","0.75005"
"101","1/28/2020 12:51:54.150 PM","0.74873"
"102","1/28/2020 12:51:54.151 PM","0.74897"
"103","1/28/2020 12:51:54.152 PM","0.74833"
"104","1/28/2020 12:51:54.153 PM","0.74869"
"105","1/28/2020 12:51:54.154 PM","0.74923"
"106","1/28/2020 12:51:54.155 PM","0.74953"
"107","1/28/2020 12:51:54.156 PM","0.74913"
"108","1/28/2020 12:51:54.157 PM","0.74764"
"109","1/28/2020 12:51:54.158 PM","0.74831"
"110","1/28/2020 12:51:54.159 PM","0.74711"
"111","1/28/2020 12:51:54.160 PM","0.74802"
"112","1/28/2020 12:51:54.161 PM","0.74841"
"113","1/28/2020 12:51:54.162 PM","0.74929"
"114","1/28/2020 12:51:54.163 PM","0.74901"
"115","1/28/2020 12:51:54.164 PM","0.74923"
"116","1/28/2020 12:51:54.165 PM","0.74927"
"117","1/28/2020 12:51:54.166 PM","0.74890"
"118","1/28/2020 12:51:54.167 PM","0.74873"
"119","1/28/2020 12:51:54.168 PM","0.74857"
"120","1/28/2020 12:51:54.169 PM","0.74839"
"121","1/28/2020 12:51:54.170 PM","0.74794"
"122","1/28/2020 12:51:54.171 PM","0.74895"
"123","1/28/2020 12:51:54.172 PM","0.74896"
"124","1/28/2020 12:51:54.173 PM","0.74873"
"125","1/28/2020 12:51:54.174 PM","0.74852"
"126","1/28/2020 12:51:54.175 PM","0.74897"
"127","1/28/2020 12:51:54.176 PM","0.74954"
"128","1/28/2020 12:51:54.177 PM","0.74947"
"129","1/28/2020 12:51:54.178 PM","0.74808"
"130","1/28/2020 12:51:54.179 PM","0.74896"
"131","1/28/2020 12:51:54.180 PM","0.74909"
"132","1/28/2020 12:51:54.181 PM","0.74839"
"133","1/28/2020 12:51:54.182 PM","0.74782"
"134","1/28/2020 12:51:54.183 PM","0.74814"
"135","1/28/2020 12:51:54.184 PM","0.74763"
"136","1/28/2020 12:51:54.185 PM","0.74654"
"137","1/28/2020 12:51:54.186 PM","0.74777"
"138","1/28/2020 12:51:54.187 PM","0.74998"
"139","1/28/2020 12:51:54.188 PM","0.74740"
"140","1/28/2020 12:51:54.189 PM","0.74913"
"141","1/28/2020 12:51:54.190 PM","0.74822"
"142","1/28/2020 12:51:54.191 PM","0.74851"
"143","1/28/2020 12:51:54.192 PM","0.74795"
"144","1/28/2020 12:51:54.193 PM","0.74823"
"145","1/28/2020 12:51:54.194 PM","0.74893"
"146","1/28/2020 12:51:54.195 PM","0.75062"
"147","1/28/2020 12:51:54.196 PM","0.74712"
"148","1/28/2020 12:51:54.197 PM","0.74856"
"149","1/28/2020 12:51:54.198 PM","0.74957"
"150","1/28/2020 12:51:54.199 PM","0.74868"
"151","1/28/2020 12:51:54.200 PM","0.74937"
"152","1/28/2020 12:51:54.201 PM","0.74849"
"153","1/28/2020 12:51:54.202 PM","0.74843"
"154","1/28/2020 12:51:54.203 PM","0.74851"
"155","1/28/2020 12:51:54.204 PM","0.74811"
"156","1/28/2020 12:51:54.205 PM","0.74859"
"157","1/28/2020 12:51:54.206 PM","0.74979"
"158","1/28/2020 12:51:54.207 PM","0.74797"
"159","1/28/2020 12:51:54.208 PM","0.74813"
"160","1/28/2020 12:51:54.209 PM","0.74802"
"161","1/28/2020 12:51:54.210 PM","0.74745"
"162","1/28/2020 12:51:54.211 PM","0.74874"
"163","1/28/2020 12:51:54.212 PM","0.74895"
"164","1/28/2020 12:51:54.213 PM","0.74905"
"165","1/28/2020 12:51:54.214 PM","0.74817"
"166","1/28/2020 12:51:54.215 PM","0.74823"
"167","1/28/2020 12:51:54.216 PM","0.74862"
"168","1/28/2020 12:51:54.217 PM","0.74873"
"169","1/28/2020 12:51:54.218 PM","0.74911"
"170","1/28/2020 12:51:54.219 PM","0.74867"
"171","1/28/2020 12:51:54.220 PM","0.74873"
"172","1/28/2020 12:51:54.221 PM","0.74775"
"173","1/28/2020 12:51:54.222 PM","0.74802"
"174","1/28/2020 12:51:54.223 PM","0.74839"
"175","1/28/2020 12:51:54.224 PM","0.74884"
"176","1/28/2020 12:51:54.225 PM","0.74756"
"177","1/28/2020 12:51:54.226 PM","0.74968"
"178","1/28/2020 12:51:54.227 PM","0.74912"
"179","1/28/2020 12:51:54.228 PM","0.74873"
