"Device: USB-2408-2AO"
"Serial Number: 1C3CD1D"
"Channel Count: 1"
"Sample Count: 4095"
"Start Time: 1/28/2020 12:44:46.385 PM"
"Scan Rate: 1000"
"Sample","Date/Time","AI4 (mV)"
"0","1/28/2020 12:44:46.385 PM","0.20115"
"1","1/28/2020 12:44:46.386 PM","0.19981"
"2","1/28/2020 12:44:46.387 PM","0.20157"
"3","1/28/2020 12:44:46.388 PM","0.20037"
"4","1/28/2020 12:44:46.389 PM","0.20245"
"5","1/28/2020 12:44:46.390 PM","0.19924"
"6","1/28/2020 12:44:46.391 PM","0.19949"
"7","1/28/2020 12:44:46.392 PM","0.19985"
"8","1/28/2020 12:44:46.393 PM","0.19832"
"9","1/28/2020 12:44:46.394 PM","0.19949"
"10","1/28/2020 12:44:46.395 PM","0.20001"
"11","1/28/2020 12:44:46.396 PM","0.19978"
"12","1/28/2020 12:44:46.397 PM","0.20151"
"13","1/28/2020 12:44:46.398 PM","0.20129"
"14","1/28/2020 12:44:46.399 PM","0.19959"
"15","1/28/2020 12:44:46.400 PM","0.19960"
"16","1/28/2020 12:44:46.401 PM","0.19975"
"17","1/28/2020 12:44:46.402 PM","0.20009"
"18","1/28/2020 12:44:46.403 PM","0.20229"
"19","1/28/2020 12:44:46.404 PM","0.19954"
"20","1/28/2020 12:44:46.405 PM","0.20173"
"21","1/28/2020 12:44:46.406 PM","0.20055"
"22","1/28/2020 12:44:46.407 PM","0.20001"
"23","1/28/2020 12:44:46.408 PM","0.20142"
"24","1/28/2020 12:44:46.409 PM","0.19964"
"25","1/28/2020 12:44:46.410 PM","0.19962"
"26","1/28/2020 12:44:46.411 PM","0.20090"
"27","1/28/2020 12:44:46.412 PM","0.19872"
"28","1/28/2020 12:44:46.413 PM","0.19917"
"29","1/28/2020 12:44:46.414 PM","0.19999"
"30","1/28/2020 12:44:46.415 PM","0.20056"
"31","1/28/2020 12:44:46.416 PM","0.19949"
"32","1/28/2020 12:44:46.417 PM","0.20050"
"33","1/28/2020 12:44:46.418 PM","0.20026"
"34","1/28/2020 12:44:46.419 PM","0.20023"
"35","1/28/2020 12:44:46.420 PM","0.19894"
"36","1/28/2020 12:44:46.421 PM","0.19891"
"37","1/28/2020 12:44:46.422 PM","0.19884"
"38","1/28/2020 12:44:46.423 PM","0.20007"
"39","1/28/2020 12:44:46.424 PM","0.19946"
"40","1/28/2020 12:44:46.425 PM","0.19957"
"41","1/28/2020 12:44:46.426 PM","0.19890"
"42","1/28/2020 12:44:46.427 PM","0.19901"
"43","1/28/2020 12:44:46.428 PM","0.19857"
"44","1/28/2020 12:44:46.429 PM","0.20002"
"45","1/28/2020 12:44:46.430 PM","0.19862"
"46","1/28/2020 12:44:46.431 PM","0.20070"
"47","1/28/2020 12:44:46.432 PM","0.20077"
"48","1/28/2020 12:44:46.433 PM","0.20150"
"49","1/28/2020 12:44:46.434 PM","0.20039"
"50","1/28/2020 12:44:46.435 PM","0.19837"
"51","1/28/2020 12:44:46.436 PM","0.20138"
"52","1/28/2020 12:44:46.437 PM","0.19967"
"53","1/28/2020 12:44:46.438 PM","0.19882"
"54","1/28/2020 12:44:46.439 PM","0.20048"
"55","1/28/2020 12:44:46.440 PM","0.19967"
"56","1/28/2020 12:44:46.441 PM","0.20014"
"57","1/28/2020 12:44:46.442 PM","0.20018"
"58","1/28/2020 12:44:46.443 PM","0.19807"
"59","1/28/2020 12:44:46.444 PM","0.20117"
"60","1/28/2020 12:44:46.445 PM","0.19944"
"61","1/28/2020 12:44:46.446 PM","0.19847"
"62","1/28/2020 12:44:46.447 PM","0.19996"
"63","1/28/2020 12:44:46.448 PM","0.19812"
"64","1/28/2020 12:44:46.449 PM","0.20006"
"65","1/28/2020 12:44:46.450 PM","0.20068"
"66","1/28/2020 12:44:46.451 PM","0.19994"
"67","1/28/2020 12:44:46.452 PM","0.19955"
"68","1/28/2020 12:44:46.453 PM","0.19995"
"69","1/28/2020 12:44:46.454 PM","0.20015"
"70","1/28/2020 12:44:46.455 PM","0.19789"
"71","1/28/2020 12:44:46.456 PM","0.19920"
"72","1/28/2020 12:44:46.457 PM","0.20078"
"73","1/28/2020 12:44:46.458 PM","0.20050"
"74","1/28/2020 12:44:46.459 PM","0.20033"
"75","1/28/2020 12:44:46.460 PM","0.19939"
"76","1/28/2020 12:44:46.461 PM","0.19974"
"77","1/28/2020 12:44:46.462 PM","0.19987"
"78","1/28/2020 12:44:46.463 PM","0.19891"
"79","1/28/2020 12:44:46.464 PM","0.19992"
"80","1/28/2020 12:44:46.465 PM","0.20032"
"81","1/28/2020 12:44:46.466 PM","0.19976"
"82","1/28/2020 12:44:46.467 PM","0.19894"
"83","1/28/2020 12:44:46.468 PM","0.19887"
"84","1/28/2020 12:44:46.469 PM","0.19818"
"85","1/28/2020 12:44:46.470 PM","0.19941"
"86","1/28/2020 12:44:46.471 PM","0.19939"
"87","1/28/2020 12:44:46.472 PM","0.19935"
"88","1/28/2020 12:44:46.473 PM","0.19899"
