"Device: USB-2408-2AO"
"Serial Number: 1C3CD1D"
"Channel Count: 1"
"Sample Count: 10351"
"Start Time: 1/28/2020 12:35:16.729 PM"
"Scan Rate: 1000"
"Sample","Date/Time","AI4 (mV)"
"0","1/28/2020 12:35:16.729 PM","0.78207"
"1","1/28/2020 12:35:16.730 PM","0.78261"
"2","1/28/2020 12:35:16.731 PM","0.78141"
"3","1/28/2020 12:35:16.732 PM","0.78350"
"4","1/28/2020 12:35:16.733 PM","0.78212"
"5","1/28/2020 12:35:16.734 PM","0.78378"
"6","1/28/2020 12:35:16.735 PM","0.78180"
"7","1/28/2020 12:35:16.736 PM","0.78222"
"8","1/28/2020 12:35:16.737 PM","0.78284"
"9","1/28/2020 12:35:16.738 PM","0.78402"
"10","1/28/2020 12:35:16.739 PM","0.78257"
"11","1/28/2020 12:35:16.740 PM","0.78253"
"12","1/28/2020 12:35:16.741 PM","0.78271"
"13","1/28/2020 12:35:16.742 PM","0.78294"
"14","1/28/2020 12:35:16.743 PM","0.78199"
"15","1/28/2020 12:35:16.744 PM","0.78177"
"16","1/28/2020 12:35:16.745 PM","0.78305"
"17","1/28/2020 12:35:16.746 PM","0.78158"
"18","1/28/2020 12:35:16.747 PM","0.78060"
"19","1/28/2020 12:35:16.748 PM","0.78236"
"20","1/28/2020 12:35:16.749 PM","0.78307"
"21","1/28/2020 12:35:16.750 PM","0.78322"
"22","1/28/2020 12:35:16.751 PM","0.78334"
"23","1/28/2020 12:35:16.752 PM","0.78217"
"24","1/28/2020 12:35:16.753 PM","0.78345"
"25","1/28/2020 12:35:16.754 PM","0.78233"
"26","1/28/2020 12:35:16.755 PM","0.78398"
"27","1/28/2020 12:35:16.756 PM","0.78257"
"28","1/28/2020 12:35:16.757 PM","0.78439"
"29","1/28/2020 12:35:16.758 PM","0.78348"
"30","1/28/2020 12:35:16.759 PM","0.78423"
"31","1/28/2020 12:35:16.760 PM","0.78280"
"32","1/28/2020 12:35:16.761 PM","0.78276"
"33","1/28/2020 12:35:16.762 PM","0.78221"
"34","1/28/2020 12:35:16.763 PM","0.78231"
"35","1/28/2020 12:35:16.764 PM","0.78345"
"36","1/28/2020 12:35:16.765 PM","0.78130"
"37","1/28/2020 12:35:16.766 PM","0.78197"
"38","1/28/2020 12:35:16.767 PM","0.78205"
"39","1/28/2020 12:35:16.768 PM","0.78209"
"40","1/28/2020 12:35:16.769 PM","0.78058"
"41","1/28/2020 12:35:16.770 PM","0.78230"
"42","1/28/2020 12:35:16.771 PM","0.78248"
"43","1/28/2020 12:35:16.772 PM","0.78280"
"44","1/28/2020 12:35:16.773 PM","0.78289"
"45","1/28/2020 12:35:16.774 PM","0.78391"
"46","1/28/2020 12:35:16.775 PM","0.78308"
"47","1/28/2020 12:35:16.776 PM","0.78220"
"48","1/28/2020 12:35:16.777 PM","0.78225"
"49","1/28/2020 12:35:16.778 PM","0.78316"
"50","1/28/2020 12:35:16.779 PM","0.78027"
"51","1/28/2020 12:35:16.780 PM","0.78136"
"52","1/28/2020 12:35:16.781 PM","0.77991"
"53","1/28/2020 12:35:16.782 PM","0.78171"
"54","1/28/2020 12:35:16.783 PM","0.78041"
"55","1/28/2020 12:35:16.784 PM","0.78156"
"56","1/28/2020 12:35:16.785 PM","0.78316"
"57","1/28/2020 12:35:16.786 PM","0.78264"
"58","1/28/2020 12:35:16.787 PM","0.78316"
"59","1/28/2020 12:35:16.788 PM","0.78270"
"60","1/28/2020 12:35:16.789 PM","0.78266"
"61","1/28/2020 12:35:16.790 PM","0.78240"
"62","1/28/2020 12:35:16.791 PM","0.78182"
"63","1/28/2020 12:35:16.792 PM","0.78124"
"64","1/28/2020 12:35:16.793 PM","0.78177"
"65","1/28/2020 12:35:16.794 PM","0.78330"
"66","1/28/2020 12:35:16.795 PM","0.78240"
"67","1/28/2020 12:35:16.796 PM","0.78322"
"68","1/28/2020 12:35:16.797 PM","0.78446"
"69","1/28/2020 12:35:16.798 PM","0.78160"
"70","1/28/2020 12:35:16.799 PM","0.78210"
"71","1/28/2020 12:35:16.800 PM","0.78314"
"72","1/28/2020 12:35:16.801 PM","0.78285"
"73","1/28/2020 12:35:16.802 PM","0.78149"
"74","1/28/2020 12:35:16.803 PM","0.78344"
"75","1/28/2020 12:35:16.804 PM","0.78223"
"76","1/28/2020 12:35:16.805 PM","0.78203"
"77","1/28/2020 12:35:16.806 PM","0.78210"
"78","1/28/2020 12:35:16.807 PM","0.78329"
"79","1/28/2020 12:35:16.808 PM","0.78395"
"80","1/28/2020 12:35:16.809 PM","0.78250"
"81","1/28/2020 12:35:16.810 PM","0.78191"
"82","1/28/2020 12:35:16.811 PM","0.78205"
"83","1/28/2020 12:35:16.812 PM","0.78190"
"84","1/28/2020 12:35:16.813 PM","0.78113"
"85","1/28/2020 12:35:16.814 PM","0.78119"
"86","1/28/2020 12:35:16.815 PM","0.78155"
"87","1/28/2020 12:35:16.816 PM","0.78219"
"88","1/28/2020 12:35:16.817 PM","0.78364"
"89","1/28/2020 12:35:16.818 PM","0.78375"
"90","1/28/2020 12:35:16.819 PM","0.78306"
"91","1/28/2020 12:35:16.820 PM","0.78373"
"92","1/28/2020 12:35:16.821 PM","0.78094"
"93","1/28/2020 12:35:16.822 PM","0.78304"
"94","1/28/2020 12:35:16.823 PM","0.78273"
"95","1/28/2020 12:35:16.824 PM","0.78167"
"96","1/28/2020 12:35:16.825 PM","0.78323"
"97","1/28/2020 12:35:16.826 PM","0.78199"
"98","1/28/2020 12:35:16.827 PM","0.78255"
"99","1/28/2020 12:35:16.828 PM","0.78106"
"100","1/28/2020 12:35:16.829 PM","0.78250"
"101","1/28/2020 12:35:16.830 PM","0.78229"
"102","1/28/2020 12:35:16.831 PM","0.78178"
"103","1/28/2020 12:35:16.832 PM","0.78394"
"104","1/28/2020 12:35:16.833 PM","0.78237"
"105","1/28/2020 12:35:16.834 PM","0.78241"
"106","1/28/2020 12:35:16.835 PM","0.78400"
"107","1/28/2020 12:35:16.836 PM","0.78167"
"108","1/28/2020 12:35:16.837 PM","0.78174"
"109","1/28/2020 12:35:16.838 PM","0.78380"
"110","1/28/2020 12:35:16.839 PM","0.78272"
"111","1/28/2020 12:35:16.840 PM","0.78205"
"112","1/28/2020 12:35:16.841 PM","0.78225"
"113","1/28/2020 12:35:16.842 PM","0.78237"
"114","1/28/2020 12:35:16.843 PM","0.78259"
"115","1/28/2020 12:35:16.844 PM","0.78195"
"116","1/28/2020 12:35:16.845 PM","0.78149"
"117","1/28/2020 12:35:16.846 PM","0.78144"
"118","1/28/2020 12:35:16.847 PM","0.78206"
"119","1/28/2020 12:35:16.848 PM","0.78318"
"120","1/28/2020 12:35:16.849 PM","0.78120"
"121","1/28/2020 12:35:16.850 PM","0.78202"
"122","1/28/2020 12:35:16.851 PM","0.78064"
"123","1/28/2020 12:35:16.852 PM","0.78210"
"124","1/28/2020 12:35:16.853 PM","0.78274"
"125","1/28/2020 12:35:16.854 PM","0.78172"
"126","1/28/2020 12:35:16.855 PM","0.78058"
"127","1/28/2020 12:35:16.856 PM","0.78216"
"128","1/28/2020 12:35:16.857 PM","0.78124"
"129","1/28/2020 12:35:16.858 PM","0.78094"
"130","1/28/2020 12:35:16.859 PM","0.78112"
"131","1/28/2020 12:35:16.860 PM","0.78228"
"132","1/28/2020 12:35:16.861 PM","0.78213"
"133","1/28/2020 12:35:16.862 PM","0.78189"
"134","1/28/2020 12:35:16.863 PM","0.78171"
"135","1/28/2020 12:35:16.864 PM","0.78253"
"136","1/28/2020 12:35:16.865 PM","0.78005"
"137","1/28/2020 12:35:16.866 PM","0.78082"
"138","1/28/2020 12:35:16.867 PM","0.78191"
"139","1/28/2020 12:35:16.868 PM","0.78226"
"140","1/28/2020 12:35:16.869 PM","0.78240"
"141","1/28/2020 12:35:16.870 PM","0.78164"
"142","1/28/2020 12:35:16.871 PM","0.78081"
"143","1/28/2020 12:35:16.872 PM","0.78254"
"144","1/28/2020 12:35:16.873 PM","0.78388"
"145","1/28/2020 12:35:16.874 PM","0.78236"
"146","1/28/2020 12:35:16.875 PM","0.78117"
"147","1/28/2020 12:35:16.876 PM","0.78224"
"148","1/28/2020 12:35:16.877 PM","0.78383"
"149","1/28/2020 12:35:16.878 PM","0.78106"
"150","1/28/2020 12:35:16.879 PM","0.78229"
"151","1/28/2020 12:35:16.880 PM","0.78026"
"152","1/28/2020 12:35:16.881 PM","0.78156"
"153","1/28/2020 12:35:16.882 PM","0.78193"
"154","1/28/2020 12:35:16.883 PM","0.78101"
"155","1/28/2020 12:35:16.884 PM","0.78261"
"156","1/28/2020 12:35:16.885 PM","0.78203"
"157","1/28/2020 12:35:16.886 PM","0.78279"
"158","1/28/2020 12:35:16.887 PM","0.78122"
"159","1/28/2020 12:35:16.888 PM","0.78214"
"160","1/28/2020 12:35:16.889 PM","0.78143"
"161","1/28/2020 12:35:16.890 PM","0.78322"
"162","1/28/2020 12:35:16.891 PM","0.78298"
"163","1/28/2020 12:35:16.892 PM","0.78124"
"164","1/28/2020 12:35:16.893 PM","0.78293"
"165","1/28/2020 12:35:16.894 PM","0.78063"
"166","1/28/2020 12:35:16.895 PM","0.78120"
"167","1/28/2020 12:35:16.896 PM","0.78264"
"168","1/28/2020 12:35:16.897 PM","0.78162"
"169","1/28/2020 12:35:16.898 PM","0.78111"
"170","1/28/2020 12:35:16.899 PM","0.78150"
"171","1/28/2020 12:35:16.900 PM","0.78236"
"172","1/28/2020 12:35:16.901 PM","0.78174"
"173","1/28/2020 12:35:16.902 PM","0.78275"
"174","1/28/2020 12:35:16.903 PM","0.78345"
"175","1/28/2020 12:35:16.904 PM","0.78261"
"176","1/28/2020 12:35:16.905 PM","0.78402"
"177","1/28/2020 12:35:16.906 PM","0.78239"
"178","1/28/2020 12:35:16.907 PM","0.78185"
