"Device: USB-2408-2AO"
"Serial Number: 1C3CD25"
"Channel Count: 1"
"Sample Count: 3375"
"Start Time: 2/5/2020 11:06:18.194 AM"
"Scan Rate: 1000"
"Sample","Time (s)","AI4 (mV)"
"0","0.000","0.88465400"
"1","0.001","0.88284723"
"2","0.002","0.88479370"
"3","0.003","0.88485889"
"4","0.004","0.88262372"
"5","0.005","0.88286586"
"6","0.006","0.88342465"
"7","0.007","0.88571571"
"8","0.008","0.88264234"
"9","0.009","0.88485889"
"10","0.010","0.88498928"
"11","0.011","0.88406727"
"12","0.012","0.88273548"
"13","0.013","0.88375062"
"14","0.014","0.88425353"
"15","0.015","0.88382512"
"16","0.016","0.88415109"
"17","0.017","0.88375993"
"18","0.018","0.88555738"
"19","0.019","0.88537112"
"20","0.020","0.88288449"
"21","0.021","0.88429078"
"22","0.022","0.88507310"
"23","0.023","0.88521279"
"24","0.024","0.88390894"
"25","0.025","0.88528730"
"26","0.026","0.88388100"
"27","0.027","0.88318251"
"28","0.028","0.88300556"
"29","0.029","0.88364817"
"30","0.030","0.88418834"
"31","0.031","0.88506378"
"32","0.032","0.88472851"
"33","0.033","0.88509172"
"34","0.034","0.88503584"
"35","0.035","0.88285655"
"36","0.036","0.88404864"
"37","0.037","0.88447705"
"38","0.038","0.88285655"
"39","0.039","0.88552013"
"40","0.040","0.88347122"
"41","0.041","0.88516623"
"42","0.042","0.88431872"
"43","0.043","0.88430941"
"44","0.044","0.88300556"
"45","0.045","0.88327564"
"46","0.046","0.88437460"
"47","0.047","0.88347122"
"48","0.048","0.88373199"
"49","0.049","0.88448636"
"50","0.050","0.88403933"
"51","0.051","0.88462606"
"52","0.052","0.88467263"
"53","0.053","0.88284723"
"54","0.054","0.88396482"
"55","0.055","0.88467263"
"56","0.056","0.88424422"
"57","0.057","0.88284723"
"58","0.058","0.88479370"
"59","0.059","0.88327564"
"60","0.060","0.88509172"
"61","0.061","0.88348985"
"62","0.062","0.88254921"
"63","0.063","0.88403001"
"64","0.064","0.88263303"
"65","0.065","0.88464469"
"66","0.066","0.88310800"
"67","0.067","0.88469125"
"68","0.068","0.88464469"
"69","0.069","0.88489614"
"70","0.070","0.88394620"
"71","0.071","0.88512897"
"72","0.072","0.88405795"
"73","0.073","0.88196248"
"74","0.074","0.88470988"
"75","0.075","0.88388100"
"76","0.076","0.88494271"
"77","0.077","0.88461675"
"78","0.078","0.88350847"
"79","0.079","0.88284723"
"80","0.080","0.88270754"
"81","0.081","0.88574365"
"82","0.082","0.88391826"
"83","0.083","0.88521279"
"84","0.084","0.88509172"
"85","0.085","0.88327564"
"86","0.086","0.88306144"
"87","0.087","0.88468194"
"88","0.088","0.88563189"
"89","0.089","0.88317320"
"90","0.090","0.88556670"
"91","0.091","0.88360161"
"92","0.092","0.88476576"
"93","0.093","0.88396482"
"94","0.094","0.88563189"
"95","0.095","0.88377856"
"96","0.096","0.88418834"
