"Device: USB-2408-2AO"
"Serial Number: 1C3CD25"
"Channel Count: 1"
"Sample Count: 2767"
"Start Time: 2/5/2020 10:28:13.690 AM"
"Scan Rate: 1000"
"Sample","Time (s)","AI4 (mV)"
"284","0.284","0.30498020"
"285","0.285","0.30440278"
"286","0.286","0.30393712"
"287","0.287","0.30374154"
"288","0.288","0.30531548"
"289","0.289","0.30381605"
"290","0.290","0.30395575"
"291","0.291","0.30458905"
"292","0.292","0.30537136"
"293","0.293","0.30335970"
"294","0.294","0.30349009"
"295","0.295","0.30284747"
"296","0.296","0.30421652"
"297","0.297","0.30299649"
"298","0.298","0.30319206"
"299","0.299","0.30491501"
"300","0.300","0.30362979"
"301","0.301","0.30303374"
"302","0.302","0.30468218"
"303","0.303","0.30502677"
"304","0.304","0.30435622"
"305","0.305","0.30505471"
"306","0.306","0.30334108"
"307","0.307","0.30538067"
"308","0.308","0.30405819"
"309","0.309","0.30409545"
"310","0.310","0.30477531"
"311","0.311","0.30491501"
"312","0.312","0.30480325"
"313","0.313","0.30331314"
"314","0.314","0.30552968"
"315","0.315","0.30604191"
"316","0.316","0.30463561"
"317","0.317","0.30500814"
"318","0.318","0.30401163"
"319","0.319","0.30457973"
"320","0.320","0.30426309"
"321","0.321","0.30284747"
"322","0.322","0.30501746"
"323","0.323","0.30511059"
"324","0.324","0.30428171"
"325","0.325","0.30514784"
"326","0.326","0.30584633"
"327","0.327","0.30417927"
"328","0.328","0.30339696"
"329","0.329","0.30313618"
"330","0.330","0.30445866"
"331","0.331","0.30376948"
"332","0.332","0.30438416"
"333","0.333","0.30324794"
"334","0.334","0.30446798"
"335","0.335","0.30410476"
"336","0.336","0.30429102"
"337","0.337","0.30418858"
"338","0.338","0.30313618"
"339","0.339","0.30338764"
"340","0.340","0.30457042"
"341","0.341","0.30484982"
"342","0.342","0.30289404"
"343","0.343","0.30354597"
"344","0.344","0.30456111"
"345","0.345","0.30483119"
"346","0.346","0.30279160"
"347","0.347","0.30322000"
"348","0.348","0.30470081"
"349","0.349","0.30442141"
"350","0.350","0.30385330"
"351","0.351","0.30425377"
"352","0.352","0.30458905"
"353","0.353","0.30331314"
"354","0.354","0.30278228"
"355","0.355","0.30328520"
"356","0.356","0.30450523"
"357","0.357","0.30391850"
"358","0.358","0.30336902"
"359","0.359","0.30375086"
"360","0.360","0.30389987"
"361","0.361","0.30478463"
"362","0.362","0.30421652"
"363","0.363","0.30407682"
"364","0.364","0.30369498"
"365","0.365","0.30369498"
"366","0.366","0.30425377"
"367","0.367","0.30373223"
"368","0.368","0.30341558"
"369","0.369","0.30430034"
"370","0.370","0.30464493"
"371","0.371","0.30509196"
"372","0.372","0.30239113"
"373","0.373","0.30499883"
"374","0.374","0.30417927"
"375","0.375","0.30520372"
"376","0.376","0.30444935"
"377","0.377","0.30447729"
"378","0.378","0.30465424"
"379","0.379","0.30430034"
"380","0.380","0.30424446"
"381","0.381","0.30433759"
"382","0.382","0.30271709"
"383","0.383","0.30506402"
"384","0.384","0.30446798"
"385","0.385","0.30407682"
"386","0.386","0.30380674"
"387","0.387","0.30370429"
"388","0.388","0.30310825"
"389","0.389","0.30471943"
"390","0.390","0.30416064"
"391","0.391","0.30435622"
"392","0.392","0.30489638"
"393","0.393","0.30457973"
"394","0.394","0.30371360"
"395","0.395","0.30378811"
"396","0.396","0.30494295"
"397","0.397","0.30396506"
"398","0.398","0.30313618"
"399","0.399","0.30412339"
"400","0.400","0.30497089"
"401","0.401","0.30433759"
"402","0.402","0.30470081"
"403","0.403","0.30471943"
"404","0.404","0.30496158"
"405","0.405","0.30457042"
"406","0.406","0.30377880"
"407","0.407","0.30502677"
"408","0.408","0.30436553"
"409","0.409","0.30398369"
"410","0.410","0.30404888"
"411","0.411","0.30507334"
"412","0.412","0.30403025"
"413","0.413","0.30526891"
"414","0.414","0.30324794"
"415","0.415","0.30429102"
"416","0.416","0.30449592"
"417","0.417","0.30363910"
"418","0.418","0.30519441"
"419","0.419","0.30431896"
"420","0.420","0.30493364"
"421","0.421","0.30561350"
"422","0.422","0.30457973"
"423","0.423","0.30463561"
"424","0.424","0.30314550"
"425","0.425","0.30464493"
"426","0.426","0.30226074"
"427","0.427","0.30592084"
"428","0.428","0.30460767"
"429","0.429","0.30412339"
"430","0.430","0.30475669"
"431","0.431","0.30353665"
"432","0.432","0.30354597"
"433","0.433","0.30538067"
"434","0.434","0.30530617"
"435","0.435","0.30378811"
"436","0.436","0.30460767"
"437","0.437","0.30457973"
"438","0.438","0.30488707"
"439","0.439","0.30391850"
"440","0.440","0.30535273"
"441","0.441","0.30415133"
"442","0.442","0.30468218"
"443","0.443","0.30638650"
"444","0.444","0.30482188"
"445","0.445","0.30594878"
"446","0.446","0.30445866"
"447","0.447","0.30375086"
"448","0.448","0.30290335"
"449","0.449","0.30406751"
"450","0.450","0.30563213"
"451","0.451","0.30355528"
"452","0.452","0.30516647"
"453","0.453","0.30377880"
"454","0.454","0.30394644"
"455","0.455","0.30483119"
"456","0.456","0.30363910"
"457","0.457","0.30515715"
"458","0.458","0.30371360"
"459","0.459","0.30317344"
"460","0.460","0.30600466"
"461","0.461","0.30503608"
"462","0.462","0.30335970"
"463","0.463","0.30365773"
"464","0.464","0.30395575"
"465","0.465","0.30484982"
"466","0.466","0.30329451"
"467","0.467","0.30451454"
"468","0.468","0.30352734"
"469","0.469","0.30270778"
