"Device: USB-2408-2AO"
"Serial Number: 1C3CD25"
"Channel Count: 1"
"Sample Count: 1679"
"Start Time: 2/5/2020 10:35:41.853 AM"
"Scan Rate: 1000"
"Sample","Time (s)","AI4 (mV)"
"596","0.596","0.61863102"
"597","0.597","0.61922707"
"598","0.598","0.61786734"
"599","0.599","0.62037259"
"600","0.600","0.62130392"
"601","0.601","0.62223524"
"602","0.602","0.62311068"
"603","0.603","0.62144361"
"604","0.604","0.62100589"
"605","0.605","0.62302686"
"606","0.606","0.62429346"
"607","0.607","0.62478706"
"608","0.608","0.62329695"
"609","0.609","0.62312931"
"610","0.610","0.62287785"
"611","0.611","0.62315725"
"612","0.612","0.62440522"
"613","0.613","0.62301755"
"614","0.614","0.62486157"
"615","0.615","0.62610023"
"616","0.616","0.62678941"
"617","0.617","0.62603503"
"618","0.618","0.62325038"
"619","0.619","0.62429346"
"620","0.620","0.62501989"
"621","0.621","0.62353909"
"622","0.622","0.62194653"
"623","0.623","0.62150881"
"624","0.624","0.62243082"
"625","0.625","0.62037259"
"626","0.626","0.61959960"
"627","0.627","0.61652623"
"628","0.628","0.61653554"
"629","0.629","0.61554834"
"630","0.630","0.61599538"
"631","0.631","0.61696395"
"632","0.632","0.61686151"
"633","0.633","0.61581843"
"634","0.634","0.61549246"
"635","0.635","0.61712228"
"636","0.636","0.61776489"
"637","0.637","0.61563216"
"638","0.638","0.61725266"
"639","0.639","0.61651692"
"640","0.640","0.61647967"
"641","0.641","0.61550178"
"642","0.642","0.61556697"
"643","0.643","0.61525963"
"644","0.644","0.61534345"
"645","0.645","0.61627477"
"646","0.646","0.61828643"
"647","0.647","0.61708502"
"648","0.648","0.61606988"
"649","0.649","0.61591156"
"650","0.650","0.61617233"
"651","0.651","0.61813742"
"652","0.652","0.61780214"
"653","0.653","0.61850064"
"654","0.654","0.61927363"
"655","0.655","0.61753206"
"656","0.656","0.61571598"
"657","0.657","0.61860308"
"658","0.658","0.61709434"
"659","0.659","0.61818399"
"660","0.660","0.61893836"
"661","0.661","0.61676838"
"662","0.662","0.61688945"
"663","0.663","0.61530620"
"664","0.664","0.61474741"
"665","0.665","0.61442144"
"666","0.666","0.61482191"
"667","0.667","0.61601400"
"668","0.668","0.61691739"
"669","0.669","0.61620027"
"670","0.670","0.61671250"
"671","0.671","0.61670318"
"672","0.672","0.61347149"
"673","0.673","0.61343424"
"674","0.674","0.61468221"
"675","0.675","0.61447732"
"676","0.676","0.61726198"
"677","0.677","0.61711296"
"678","0.678","0.61620958"
"679","0.679","0.61391853"
"680","0.680","0.61491504"
"681","0.681","0.61270781"
"682","0.682","0.61378814"
"683","0.683","0.61354600"
"684","0.684","0.61585568"
"685","0.685","0.61521307"
"686","0.686","0.61650760"
"687","0.687","0.61522238"
"688","0.688","0.61380677"
"689","0.689","0.61465427"
"690","0.690","0.61525963"
"691","0.691","0.61544590"
"692","0.692","0.61516650"
"693","0.693","0.61628409"
"694","0.694","0.61721541"
"695","0.695","0.61508268"
"696","0.696","0.61526895"
"697","0.697","0.61668456"
"698","0.698","0.61456114"
"699","0.699","0.61649829"
"700","0.700","0.61731786"
"701","0.701","0.61883591"
"702","0.702","0.61741099"
"703","0.703","0.61647967"
"704","0.704","0.61667524"
"705","0.705","0.61676838"
"706","0.706","0.61771832"
"707","0.707","0.61632134"
"708","0.708","0.61641447"
"709","0.709","0.61627477"
"710","0.710","0.61701983"
"711","0.711","0.61589293"
"712","0.712","0.61632134"
"713","0.713","0.61682425"
"714","0.714","0.61570667"
"715","0.715","0.61508268"
"716","0.716","0.61609782"
"717","0.717","0.61728992"
"718","0.718","0.61573461"
"719","0.719","0.61657280"
"720","0.720","0.61496161"
"721","0.721","0.61612576"
"722","0.722","0.61528757"
"723","0.723","0.61604194"
"724","0.724","0.61592087"
"725","0.725","0.61595812"
"726","0.726","0.61618164"
"727","0.727","0.61444007"
"728","0.728","0.61517581"
"729","0.729","0.61515719"
"730","0.730","0.61289407"
"731","0.731","0.61525963"
"732","0.732","0.61237253"
"733","0.733","0.61438419"
"734","0.734","0.61438419"
"735","0.735","0.61608851"
"736","0.736","0.61536208"
"737","0.737","0.61525032"
"738","0.738","0.61399303"
"739","0.739","0.61496161"
"740","0.740","0.61497092"
"741","0.741","0.61409548"
"742","0.742","0.61499886"
"743","0.743","0.61343424"
"744","0.744","0.61273575"
"745","0.745","0.60866587"
"746","0.746","0.60942024"
"747","0.747","0.61030500"
"748","0.748","0.61307102"
"749","0.749","0.61459839"
"750","0.750","0.61424449"
"751","0.751","0.61313622"
"752","0.752","0.61065890"
"753","0.753","0.60975552"
"754","0.754","0.61121769"
"755","0.755","0.61124563"
"756","0.756","0.61121769"
"757","0.757","0.61252154"
"758","0.758","0.61204657"
"759","0.759","0.61254017"
"760","0.760","0.61007217"
"761","0.761","0.60942024"
"762","0.762","0.60894527"
