"Device: USB-2408-2AO"
"Serial Number: 1C3CD25"
"Channel Count: 1"
"Sample Count: 2847"
"Start Time: 2/5/2020 10:25:15.756 AM"
"Scan Rate: 1000"
"Sample","Time (s)","AI4 (mV)"
"0","0.000","0.31623989"
"1","0.001","0.31515956"
"2","0.002","0.31652860"
"3","0.003","0.31522475"
"4","0.004","0.31587668"
"5","0.005","0.31437725"
"6","0.006","0.31533651"
"7","0.007","0.31492673"
"8","0.008","0.31519681"
"9","0.009","0.31494536"
"10","0.010","0.31565316"
"11","0.011","0.31616539"
"12","0.012","0.31377189"
"13","0.013","0.31529926"
"14","0.014","0.31457283"
"15","0.015","0.31482428"
"16","0.016","0.31510368"
"17","0.017","0.31492673"
"18","0.018","0.31619333"
"19","0.019","0.31603500"
"20","0.020","0.31541102"
"21","0.021","0.31626783"
"22","0.022","0.31566247"
"23","0.023","0.31414442"
"24","0.024","0.31428412"
"25","0.025","0.31505711"
"26","0.026","0.31565316"
"27","0.027","0.31533651"
"28","0.028","0.31435862"
"29","0.029","0.31623058"
"30","0.030","0.31606294"
"31","0.031","0.31508505"
"32","0.032","0.31559728"
"33","0.033","0.31560659"
"34","0.034","0.31480566"
"35","0.035","0.31596050"
"36","0.036","0.31447038"
"37","0.037","0.31440519"
"38","0.038","0.31355768"
"39","0.039","0.31510368"
"40","0.040","0.31473115"
"41","0.041","0.31440519"
"42","0.042","0.31612813"
"43","0.043","0.31421892"
"44","0.044","0.31506643"
"45","0.045","0.31549484"
"46","0.046","0.31693839"
"47","0.047","0.31523407"
"48","0.048","0.31420030"
"49","0.049","0.31433068"
"50","0.050","0.31555071"
"51","0.051","0.31633303"
"52","0.052","0.31517819"
"53","0.053","0.31547621"
"54","0.054","0.31420030"
"55","0.055","0.31480566"
"56","0.056","0.31558797"
"57","0.057","0.31638891"
"58","0.058","0.31442381"
"59","0.059","0.31498261"
"60","0.060","0.31433068"
"61","0.061","0.31540170"
"62","0.062","0.31364150"
"63","0.063","0.31518750"
"64","0.064","0.31512231"
"65","0.065","0.31494536"
"66","0.066","0.31736679"
"67","0.067","0.31599775"
"68","0.068","0.31471252"
"69","0.069","0.31536445"
"70","0.070","0.31482428"
"71","0.071","0.31610020"
"72","0.072","0.31416304"
"73","0.073","0.31731091"
"74","0.074","0.31534582"
"75","0.075","0.31508505"
"76","0.076","0.31537376"
"77","0.077","0.31649135"
"78","0.078","0.31466596"
"79","0.079","0.31448901"
"80","0.080","0.31436794"
"81","0.081","0.31573698"
"82","0.082","0.31488016"
"83","0.083","0.31408854"
"84","0.084","0.31444244"
"85","0.085","0.31534582"
"86","0.086","0.31527132"
